Recipe names:
techreborn:ingot_27 - 1xitem.techreborn.ingot@8
opencomputers:print182 - 1xtile.oc.print@0
industrialforegoing:laser_drill_mekanism - 1xtile.industrialforegoing.laser_drill@0
techreborn:ingot_26 - 1xitem.techreborn.ingot@7
opencomputers:print183 - 1xtile.oc.print@0
yoyos:terrasteel_yoyo - 1xitem.yoyos.terrasteel_yoyo@0
techreborn:ingot_25 - 1xitem.techreborn.ingot@6
extratrees:box_doors - 3xtile.doors.box@0
techreborn:ingot_24 - 1xitem.techreborn.ingot@5
techreborn:ingot_29 - 1xitem.techreborn.ingot@10
techreborn:ingot_28 - 1xitem.techreborn.ingot@9
plethora-core:pocket_plethora_kinetic - 1xitem.computercraft:pocket_computer@0
forestry:fireproof_slabs_mahoe - 6xtile.for.slabs.fireproof.2@0
enderio:auto_coloring_dark_fused_glass_with_orange - 8xtile.block_dark_fused_glass@1
botania:floating_stardustlotus - 2xtile.air@15
storagedrawersextra:extra_drawers_fulldrawers2_forestry_poplar - 2xtile.extraDrawers@1
chiselsandbits:chisel_diamond - 1xitem.mod.chiselsandbits.chisel_diamond@0
storagedrawersextra:extra_drawers_fulldrawers1_forestry_papaya - 1xtile.extraDrawers@0
techreborn:ingot_12 - 9xitem.techreborn.ingot@6
conarm:armorforge_blockpigiron - 1xtile.conarm.armorforge@0
techreborn:ingot_11 - 9xitem.techreborn.ingot@9
techreborn:ingot_16 - 9xitem.techreborn.ingot@4
genetics:integrated_cpu - 1xitem.misc@9
techreborn:ingot_14 - 9xitem.techreborn.ingot@2
opencomputers:print173 - 1xtile.oc.print@0
techreborn:ingot_13 - 9xitem.techreborn.ingot@7
opencomputers:print174 - 1xtile.oc.print@0
botany:clay_deepskyblue - 1xitem.botany.clay@22
opencomputers:print175 - 1xtile.oc.print@0
opencomputers:print176 - 1xtile.oc.print@0
computercraft:generated/turtle_normal/minecraft_diamond_pickaxe - 1xtile.computercraft:turtle@0
techreborn:ingot_18 - 9xitem.techreborn.ingot@19
techreborn:ingot_17 - 9xitem.techreborn.ingot@13
rpsideas:psi_cuffs - 1xitem.psi_cuffs@0
incorporeal:decorative/unstable_cube/unstable_cube_brown - 2xtile.incorporeal.unstable_cube@12
extracells:parts/energycell - 1xitem.extracells.part.base@8
bloodarsenal:blood_rune_self_sacrifice - 4xtile.bloodmagic.rune.@4
conarm:travel_goggles - 1xitem.conarm.travel_goggles@0
forestry:farm_basic_sandstone_chiseled - 1xtile.for.ffarm@0
thermalfoundation:armor.helmet_steel - 1xitem.thermalfoundation.armor.steelHelmet@0
jaopca:block_slabdiamond_1g1f7f - 6xtile.jaopca.slab@0
randomthings:diviningrod_certusquartz - 1xitem.diviningRod@21
bloodmagic:demon_decor/demon_wall_1_brick_steadfast - 6xtile.bloodmagic.wall1.@4
immersiveengineering:revolver_loop - 2xtile.air@15
enderutilities:builders_wand_old - 1xitem.enderutilities.builderswand@0
rftools:counter_block - 1xtile.rftools.counter_block@0
minecraft:smooth_red_sandstone - 4xtile.redSandStone@2
environmentaltech:m_multiblocks/m_nanobot/modifier_regeneration - 1xtile.environmentaltech.modifier_regeneration@0
forestry:compost_humus - 8xtile.for.humus@0
immersiveengineering:stone_decoration/blastbrick - 3xtile.immersiveengineering.stone_decoration@1
cyclicmagic:item.emerald_boots_1 - 1xitem.emerald_boots@0
botania:flowerbag - 1xitem.flowerBag@0
jaopca:block_stairsrefinedglowstone_vxs8aw - 8xtile.jaopca.stairs@0
bloodarsenal:self_sacrifice_amulet - 1xitem.bloodarsenal.self_sacrifice_amulet@0
matc:essence/intermedium - 1xitem.ma.crafting@2
xreliquary:blocks/wraith_node - 1xtile.wraith_node@0
botany:powder_mulch - 4xitem.misc@2
superfactorymanager:cable - 1xtile.sfm.cable@0
nuclearcraft:tile.nuclearcraft.turbine_wall - 4xtile.nuclearcraft.turbine_wall@0
bibliocraft:lightgray_dyed_lanterngold - 1xtile.BiblioCraft:LanternGold@1
bloodarsenal:blood_infused_iron_pickaxe - 1xitem.bloodarsenal.blood_infused_iron.pickaxe@0
randomthings:soundpattern - 1xitem.soundPattern@0
environmentaltech:m_resources/litherite/normal/stairs/stairs_tb - 1xtile.environmentaltech.litherite@0
rftools:button_module - 1xitem.button_module@0
enderio:auto_coloring_dark_fused_glass_with_gray - 8xtile.block_dark_fused_glass@7
nuclearcraft:item.tcomplement.steel_leggings_1 - 1xitem.tcomplement.steel_leggings@0
nuclearcraft:item.tcomplement.steel_leggings_2 - 1xitem.tcomplement.steel_leggings@0
environmentaltech:m_resources/aethium/pavers/slabs/paver_slabs_tb - 1xtile.environmentaltech.aethium_paver@0
techreborn:ingot_63 - 5xitem.techreborn.ingot@21
nuclearcraft:item.lapislazuliboots - 1xitem.LapisLazuliBoots@0
techreborn:ingot_62 - 5xitem.techreborn.ingot@21
mysticalagriculture:arrow - 8xitem.arrow@0
techreborn:ingot_61 - 5xitem.techreborn.ingot@21
techreborn:ingot_67 - 5xitem.techreborn.ingot@21
techreborn:ingot_66 - 5xitem.techreborn.ingot@21
techreborn:ingot_65 - 5xitem.techreborn.ingot@21
techreborn:ingot_64 - 5xitem.techreborn.ingot@21
jaopca:material_m847rr - 1xitem.appliedenergistics2.material@0
randomthings:chatdetector - 1xtile.chatDetector@0
rpsideas:ivory_leggings - 1xitem.ivory_leggings@0
techreborn:ingot_68 - 5xitem.techreborn.ingot@21
enderio:auto_easy_lookup_for_coloring_dark_fused_quartz_with_magenta - 8xtile.block_dark_fused_quartz@2
forestry:bucket_bog_earth - 6xtile.for.bog_earth@0
pneumaticcraft:liquid_hopper - 1xtile.liquid_hopper@0
nuclearcraft:item.simplyjetpacks.fluxpack_te3_1 - 1xitem.simplyjetpacks.itemFluxpack@8
nuclearcraft:item.simplyjetpacks.fluxpack_te3_2 - 1xitem.simplyjetpacks.itemFluxpack@8
immersiveengineering:sheetmetal/constantan_sheetmetal_slab_back - 1xtile.immersiveengineering.sheetmetal@6
mysticalagriculture:vibrant_alloy_seeds - 1xitem.ma.vibrant_alloy_seeds@0
techreborn:ingot_52 - 4xitem.techreborn.ingot@21
forestry:database_butterfly_chest_bee_chest_royal_jelly - 1xtile.for.database@0
techreborn:ingot_55 - 4xitem.techreborn.ingot@21
enderutilities:ender_lasso - 1xitem.enderutilities.enderlasso@0
techreborn:ingot_54 - 4xitem.techreborn.ingot@21
techreborn:ingot_53 - 4xitem.techreborn.ingot@21
botania:quartzslabsunnyhalf_0 - 6xtile.quartzSlabSunnyHalf@0
cyclicmagic:item.tool_harvest_leaves_1 - 1xitem.tool_harvest_leaves@0
minecraft:green_stained_glass_pane - 16xtile.thinStainedGlass@13
mysticalagriculture:snow - 12xtile.snow@0
minecraft:black_concrete_powder - 8xtile.concretePowder@15
computercraft:generated/turtle_advanced/computercraft_advanced_modem - 1xtile.computercraft:turtle@0
mekanismtools:osmiumaxe - 1xitem.OsmiumAxe@0
techreborn:implosion_compressor - 1xtile.techreborn.implosion_compressor@0
appliedenergistics2:decorative/slabs_sky_stone - 6xtile.appliedenergistics2.sky_stone_slab@0
cyclicmagic:tile.block_vacuum_1 - 1xtile.block_vacuum@0
techreborn:ingot_41 - 2xitem.techreborn.ingot@21
techreborn:ingot_40 - 2xitem.techreborn.ingot@21
extratrees:eucalyptus_stairs - 4xtile.stairs.eucalyptus@0
nuclearcraft:item.lapis_helmet_2 - 1xitem.lapis_helmet@0
nuclearcraft:item.lapis_helmet_1 - 1xitem.lapis_helmet@0
techreborn:ingot_45 - 3xitem.techreborn.ingot@21
jaopca:block_slabcoal_9g2dkk - 6xtile.jaopca.slab@0
techreborn:ingot_44 - 3xitem.techreborn.ingot@21
techreborn:ingot_43 - 3xitem.techreborn.ingot@21
techreborn:ingot_42 - 2xitem.techreborn.ingot@21
industrialforegoing:black_hole_tank_mekanism - 1xtile.industrialforegoing.black_hole_tank@0
jaopca:block_slabelectrumflux_5erdjb - 6xtile.jaopca.slab@0
techreborn:ingot_46 - 3xitem.techreborn.ingot@21
psi:material_5 - 9xitem.material@3
psi:material_4 - 9xitem.material@2
psi:material_3 - 9xitem.material@1
psi:material_2 - 9xitem.material@0
psi:material_6 - 9xitem.material@4
nuclearcraft:item.nuclearcraft.sword_boron - 1xitem.nuclearcraft.sword_boron@0
techreborn:ingot_30 - 1xitem.techreborn.ingot@11
forestry:fence_gates_poplar - 1xtile.for.fence.gates.poplar@0
cookingforblockheads:kitchen_corner - 1xtile.cookingforblockheads:corner@0
enderio:auto_easy_lookup_for_coloring_dark_fused_quartz_with_green - 8xtile.block_dark_fused_quartz@13
techreborn:ingot_32 - 1xitem.techreborn.ingot@13
techreborn:ingot_31 - 1xitem.techreborn.ingot@12
tconstruct:common/flint - 1xitem.flint@0
forestry:fireproof_stairs_ebony - 4xtile.for.stairs.fireproof.ebony@0
mekanism:slickplasticblock_9_alt - 4xtile.SlickPlasticBlock@9
jaopca:dust_fwxpcx - 5xitem.techreborn.dust@48
botania:wands/twigwand_silver_red - 1xitem.twigWand@0
techreborn:ingot_39 - 2xitem.techreborn.ingot@21
nuclearcraft:item.nuclearcraft.helm_tough - 1xitem.nuclearcraft.helm_tough@0
cyclicmagic:tile.cable_wireless_energy_1 - 1xtile.cable_wireless_energy@0
minecraft:sugar - 1xitem.sugar@0
ironchest:upgrade/chest/wood_iron_chest_upgrade - 1xitem.ironchest.chest.wood_iron@0
cyclicmagic:tile.moon_sensor_1 - 1xtile.moon_sensor@0
techreborn:rubypickaxe - 1xitem.rubyPickaxe@0
charset:simplelogic/gates/gate_nand - 1xtile.null@0
cyclicmagic:item.emerald_spade_1 - 1xitem.emerald_spade@0
nuclearcraft:item.lavawader_2 - 1xitem.lavaWader@0
nuclearcraft:item.nuclearcraft.thorium._230_tiny - 9xitem.nuclearcraft.thorium@2
nuclearcraft:item.lavawader_1 - 1xitem.lavaWader@0
stevescarts:module/coal_engine - 1xitem.SC2:unknownmodule@0
nuclearcraft:item.conarm.leggings_28 - 1xitem.conarm.leggings@0
nuclearcraft:item.conarm.leggings_29 - 1xitem.conarm.leggings@0
nuclearcraft:item.conarm.leggings_24 - 1xitem.conarm.leggings@0
forestry:fireproof_fence_gates_maple - 1xtile.for.fence.gates.fireproof.maple@0
nuclearcraft:item.conarm.leggings_25 - 1xitem.conarm.leggings@0
nuclearcraft:item.conarm.leggings_26 - 1xitem.conarm.leggings@0
thaumcraft:slabancient - 6xtile.slab_ancient@0
nuclearcraft:item.conarm.leggings_27 - 1xitem.conarm.leggings@0
environmentaltech:m_resources/litherite/bricks/bricks_to_normal - 1xtile.environmentaltech.litherite@0
nuclearcraft:item.conarm.leggings_20 - 1xitem.conarm.leggings@0
nuclearcraft:item.conarm.leggings_21 - 1xitem.conarm.leggings@0
tconstruct:tools/forge/blockiron - 1xtile.tconstruct.toolforge@0
nuclearcraft:item.conarm.leggings_22 - 1xitem.conarm.leggings@0
nuclearcraft:item.conarm.leggings_23 - 1xitem.conarm.leggings@0
psi:psi_decorative - 1xtile.psi_decorative@0
botany:mortar_lime - 4xtile.null@38
nuclearcraft:item.conarm.leggings_30 - 1xitem.conarm.leggings@0
thaumicaugmentation:wardingsigil - 1xitem.thaumicaugmentation.material@1
enderio:dark_steel_upgrade_anvil - 1xitem.item_dark_steel_upgrade@1
minecraft:wooden_axe - 1xitem.hatchetWood@0
mysticalagriculture:crafting_2 - 1xitem.ma.crafting@8
mysticalagriculture:crafting_3 - 1xitem.ma.crafting@9
mysticalagriculture:crafting_1 - 1xitem.ma.crafting@7
immersiveengineering:metal_decoration/ladder - 3xtile.immersiveengineering.metal_ladder@0
nuclearcraft:item.conarm.leggings_17 - 1xitem.conarm.leggings@0
appliedenergistics2:network/cables/covered_gray - 8xitem.appliedenergistics2.part@27
storagedrawersextra:extra_drawers_fulldrawers1_forestry_cherry - 1xtile.extraDrawers@0
nuclearcraft:item.conarm.leggings_18 - 1xitem.conarm.leggings@0
environmentaltech:m_resources/lonsdaleite/bricks/stairs/brick_stairs_tb - 1xtile.environmentaltech.lonsdaleite_bricks@0
enderio:auto_coloring_dark_fused_glass_with_white - 8xtile.block_dark_fused_glass@0
nuclearcraft:item.conarm.leggings_19 - 1xitem.conarm.leggings@0
darkutils:agression_charm - 1xitem.darkutils.charm.agression@0
thaumadditions:mithminite_fabric - 2xitem.thaumadditions:mithminite_fabric@0
nuclearcraft:item.conarm.leggings_13 - 1xitem.conarm.leggings@0
nuclearcraft:item.conarm.leggings_14 - 1xitem.conarm.leggings@0
thaumcraft:label_exanimis - 1xitem.label@1
mysticalagriculture:crafting_8 - 1xitem.ma.crafting@17
jaopca:block_wallgelid_dj5e3q - 12xtile.jaopca.wall@0
nuclearcraft:item.conarm.leggings_15 - 1xitem.conarm.leggings@0
mysticalagriculture:crafting_9 - 1xitem.ma.crafting@18
nuclearcraft:item.conarm.leggings_16 - 1xitem.conarm.leggings@0
mysticalagriculture:crafting_6 - 4xitem.ma.crafting@15
mysticalagriculture:crafting_7 - 1xitem.ma.crafting@16
nuclearcraft:item.conarm.leggings_10 - 1xitem.conarm.leggings@0
mysticalagriculture:crafting_4 - 1xitem.ma.crafting@10
nuclearcraft:item.conarm.leggings_11 - 1xitem.conarm.leggings@0
mysticalagriculture:crafting_5 - 1xitem.ma.crafting@14
nuclearcraft:item.conarm.leggings_12 - 1xitem.conarm.leggings@0
immersiveengineering:wirecoils/wirecoil_hv - 4xitem.immersiveengineering.wirecoil@2
tconstruct:smeltery/seared/stairs/stone_stairs - 4xtile.tconstruct.seared_stairs_stone@0
mysticalagriculture:superium_sword - 1xitem.ma.superium_sword@0
botany:clay_darksalmon - 1xitem.botany.clay@15
extratrees:proven_gear - 1xitem.misc@2
botania:shinyflower_9 - 1xtile.shinyFlower@9
botania:shinyflower_7 - 1xtile.shinyFlower@7
botania:shinyflower_8 - 1xtile.shinyFlower@8
botania:shinyflower_5 - 1xtile.shinyFlower@5
botania:shinyflower_6 - 1xtile.shinyFlower@6
agricraft:rake_iron - 1xitem.agricraft:rake@1
nuclearcraft:item.obsidianchestplate_2 - 1xitem.ObsidianChestplate@0
botania:shinyflower_3 - 1xtile.shinyFlower@3
nuclearcraft:item.obsidianchestplate_1 - 1xitem.ObsidianChestplate@0
botania:shinyflower_4 - 1xtile.shinyFlower@4
jaopca:gem_nxlozj - 9xitem.nuclearcraft.gem@4
botania:shinyflower_1 - 1xtile.shinyFlower@1
botania:shinyflower_2 - 1xtile.shinyFlower@2
advancedliftingmethods:tile.double_brick_stairs - 1xtile.double_brick_stairs@0
botany:mortar_darksalmon - 4xtile.null@15
randomthings:runedust_silver - 8xitem.runeDust@8
nuclearcraft:item.leggingsiron_1 - 1xitem.leggingsIron@0
nuclearcraft:item.leggingsiron_2 - 1xitem.leggingsIron@0
deepmoblearning:recipe3_soot_covered_plate - 8xitem.deepmoblearning.soot_covered_plate@0
immersivecables:transformer_dense - 1xtile.immersivecables:transformer_fluix@1
complex-logic:lamp/flat_lamp_magenta_inverted - 6xtile.flat_lamp_inverted@0
enderio:wired_charger - 1xtile.block_wired_charger@0
fbnc:machine_fbnc - 1xtile.machine_fbnc@0
minecraft:iron_bars - 16xtile.fenceIron@0
bibliocraft:lightgray_typewriter - 1xtile.BiblioCraft:Typewriter@8
thaumcraft:robechest - 1xitem.cloth_chest@0
deepresonance:chest - 1xitem.deepresonance.chest@0
botania:cocoon - 1xtile.cocoon@0
botany:mortar_goldenrod - 4xtile.null@26
bewitchment:equipment/armor/cold_iron_boots - 1xitem.bewitchment.cold_iron_boots@0
computercraft:speaker - 1xtile.computercraft:peripheral@5
stevescarts:component/large_chest_pane - 1xitem.SC2:unknowncomponent@31
mysticalagriculture:draconium_seeds - 1xitem.ma.draconium_seeds@0
mystgears:recipe_gear_diamond - 1xitem.gear_diamond@0
modularmachinery:energy_input_tiny - 1xtile.modularmachinery.blockenergyinputhatch@0
mysticalagriculture:stone - 32xtile.stone@0
forestry:fireproof_fences_plum - 3xtile.for.fences.fireproof.1@5
extendedcrafting:black_iron_rod - 1xitem.ec.material@3
extratrees:holly_doors - 3xtile.doors.holly@0
forestry:fireproof_slabs_ipe - 6xtile.for.slabs.fireproof.3@1
forestry:greenhouse_control - 2xitem.for.thermionic_tubes@4
appliedenergistics2:network/cells/spatial_storage_cell_2_cubed - 1xitem.appliedenergistics2.spatial_storage_cell_2_cubed@0
nuclearcraft:item.naturalpledge:eclipse_chest - 1xitem.eclipse_chest@0
minecraft:tb.relax - 1xitem.tobacco_sanity@0
mystgears:recipe_gear_antimony - 1xitem.gear_antimony@0
incorporeal:decorative/lokiw_fence - 3xtile.incorporeal.lokiw_fence@0
nuclearcraft:tile.nuclearcraft.cooler.empty - 2xtile.nuclearcraft.cooler@0
jaopca:block_stairscosmicneutronium_ucaw2r - 8xtile.jaopca.stairs@0
enderio:filter_redstone_scanner - 1xitem.item_redstone_sensor_filter@0
mysticalagriculture:core/compression/storage/prosperity_block_from - 9xitem.ma.crafting@5
mysticalagriculture:core/witherproof_glass - 1xtile.ma.witherproof_glass@0
mysticalagriculture:gemruby - 6xitem.techreborn.gem@0
appliedenergistics2:network/cables/glass_gray - 8xitem.appliedenergistics2.part@7
advancedliftingmethods:tile.double_birch_stairs - 1xtile.double_birch_stairs@0
jaopca:block_slabsilver_5009a6 - 6xtile.jaopca.slab@0
forestry:fireproof_doors_jungle - 3xitem.doorJungle@0
mekanism:coal_1 - 9xitem.coal@1
randomthings:luminousblock_red_t - 1xtile.translucentLuminousBlock@14
xreliquary:crafting/dirt - 33xtile.dirt@0
pressure:recipe4 - 1xtile.pressure.tank_block@0
nuclearcraft:item.thermalfoundation.armor.copperlegs_1 - 1xitem.thermalfoundation.armor.copperLegs@0
pressure:recipe3 - 16xitem.pressure.tank_wall@0
nuclearcraft:item.thermalfoundation.armor.copperlegs_2 - 1xitem.thermalfoundation.armor.copperLegs@0
cyclicmagic:item.horse_upgrade_variant - 1xitem.horse_upgrade_variant@0
pressure:recipe6 - 1xtile.pressure.tank_filter@0
immersiveengineering:metal_storage/silver_slab_back - 1xtile.immersiveengineering.storage@3
mysticalagriculture:superium_reprocessor - 1xtile.ma.superium_reprocessor@0
botany:mortar_blue - 4xtile.null@2
pressure:recipe5 - 1xtile.pressure.tank_indicator@0
enderio:wireless_charger - 1xtile.block_wireless_charger@0
bibliocraft:enchantedatlasalt - 1xitem.AtlasBook@0
pressure:recipe8 - 1xtile.pressure.tank_fluid_input@0
pressure:recipe7 - 1xtile.pressure.tank_controller@0
bloodmagic:demon_decor/demon_brick_2_smallbrick_corrosive - 4xtile.bloodmagic.bricks2.@1
environmentaltech:m_resources/litherite/tiles/stairs/tiles_stairs_tb - 1xtile.environmentaltech.litherite_tiles@0
pressure:recipe9 - 1xtile.pressure.tank_fluid_output_auto@0
sonarcore:tile.stablestone_plain67 - 1xtile.StableStone_Plain@0
thaumcraft:coppertonuggets - 9xitem.nugget@1
sonarcore:tile.stablestone_plain64 - 8xtile.StableStone_Plain@0
mysticalworld:mud_brick_button - 1xtile.mud_brick_button@0
tinkersaddons:iron_toolkit - 1xitem.tinkersaddons.modifier_item@1
cyclicmagic:item.ender_tnt_4_1 - 1xitem.ender_tnt_4@0
xnet:antenna - 1xtile.xnet.antenna@0
nuclearcraft:item.nuclearcraft.plutonium._238_oxide_tiny - 9xitem.nuclearcraft.plutonium@3
immersiveengineering:wirecoils/wirecoil_lv - 4xitem.immersiveengineering.wirecoil@0
jaopca:itemcraftingcomponent_jez31p - 9xitem.itemcraftingcomponent@0
nuclearcraft:item.goblinslayerlegs - 1xitem.goblinslayerlegs@0
nuclearcraft:item.bewitchment.cold_iron_boots_2 - 1xitem.bewitchment.cold_iron_boots@0
nuclearcraft:item.bewitchment.cold_iron_boots_1 - 1xitem.bewitchment.cold_iron_boots@0
mystgears:recipe_gear_terrasteel - 1xitem.gear_terrasteel@0
magneticraft:burnt_limestone - 4xtile.magneticraft.burnt_limestone@1
jaopca:dust_z6564k - 9xitem.techreborn.dust@48
botania:wands/twigwand_lightblue_white - 1xitem.twigWand@0
industrialforegoing:pitiful_fuel_generator_thermal - 1xtile.industrialforegoing.pitiful_fuel_generator@0
nuclearcraft:item.thermalfoundation.armor.leadboots_2 - 1xitem.thermalfoundation.armor.leadBoots@0
nuclearcraft:tile.nuclearcraft.heat_exchanger_tube_thermoconducting_1 - 1xtile.nuclearcraft.heat_exchanger_tube_thermoconducting@0
nuclearcraft:item.thermalfoundation.armor.leadboots_1 - 1xitem.thermalfoundation.armor.leadBoots@0
jaopca:block_slabboron_88urvv - 6xtile.jaopca.slab@0
complex-logic:lamp/flat_lamp_black_inverted - 6xtile.flat_lamp_inverted@0
randomthings:lightredirector - 1xtile.lightRedirector@0
environmentaltech:m_multiblocks/m_void/m_ore/void_ore_miner_cont_4 - 1xtile.environmentaltech.void_ore_miner_cont_4@0
environmentaltech:m_multiblocks/m_void/m_ore/void_ore_miner_cont_3 - 1xtile.environmentaltech.void_ore_miner_cont_3@0
environmentaltech:m_multiblocks/m_void/m_ore/void_ore_miner_cont_6 - 1xtile.environmentaltech.void_ore_miner_cont_6@0
environmentaltech:m_multiblocks/m_void/m_ore/void_ore_miner_cont_5 - 1xtile.environmentaltech.void_ore_miner_cont_5@0
extratrees:alder_fireproof_stairs - 4xtile.stairs.fireproof.alder@0
botania:quartzslabredhalf_0 - 6xtile.quartzSlabRedHalf@0
industrialforegoing:laser_drill_thermal - 1xtile.industrialforegoing.laser_drill@0
jaopca:block_fenceenderium_u9d8ky - 3xtile.jaopca.fence@0
environmentaltech:m_multiblocks/m_void/m_ore/void_ore_miner_cont_2 - 1xtile.environmentaltech.void_ore_miner_cont_2@0
environmentaltech:m_multiblocks/m_void/m_ore/void_ore_miner_cont_1 - 1xtile.environmentaltech.void_ore_miner_cont_1@0
