"OreDict Key","ItemStacks"
"blockMossy","[chisel:cobblestonemossy@0 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@1 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@2 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@3 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@4 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@5 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@6 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@7 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@8 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@9 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@10 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@11 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@12 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@13 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@14 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy@15 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@0 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@1 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@2 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@3 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@4 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@5 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@6 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@7 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@8 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@9 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@10 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@11 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@12 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@13 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@14 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy1@15 - 'Mossy Cobblestone' - <no NBT>]; [chisel:cobblestonemossy2@0 - 'Mossy Cobblestone' - <no NBT>]; [minecraft:mossy_cobblestone@32767 - '(WILDCARD)' - <no NBT>]; [minecraft:stonebrick@1 - 'Mossy Stone Bricks' - <no NBT>]"
"blockNaturalAluminum",""
"blockNeptunium237","[nuclearcraft:block_depleted_neptunium@0 - 'Neptunium-237 Block' - <no NBT>]"
"blockNeptunium237Base",""
"blockNeptunium237Oxide",""
"blockNetherStar","[extendedcrafting:storage@2 - 'Block of Nether Stars' - <no NBT>]"
"blockNetherWart","[minecraft:nether_wart_block@0 - 'Nether Wart Block' - <no NBT>]"
"blockNethersteel","[bewitchment:nethersteel@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_symbol@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_bevel@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_polished@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_sentient@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_pentacle@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_pentagram@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_skull@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_eye@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_watching_eye@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_hellish@0 - 'Nethersteel' - <no NBT>]; [bewitchment:nethersteel_watching_hellish@0 - 'Nethersteel' - <no NBT>]"
"blockNickel","[thermalfoundation:storage@5 - 'Block of Nickel' - <no NBT>]; [chisel:blocknickel@0 - 'Block of Nickel' - <no NBT>]; [chisel:blocknickel@1 - 'Block of Nickel' - <no NBT>]; [chisel:blocknickel@2 - 'Block of Nickel' - <no NBT>]; [chisel:blocknickel@3 - 'Block of Nickel' - <no NBT>]; [chisel:blocknickel@4 - 'Block of Nickel' - <no NBT>]; [chisel:blocknickel@5 - 'Block of Nickel' - <no NBT>]; [chisel:blocknickel@6 - 'Block of Nickel' - <no NBT>]"
"blockOpal","[bewitchment:block_of_opal@0 - 'Block of Opal' - <no NBT>]"
"blockOrichalcos",""
"blockOrichalcum",""
"blockOsgloglas","[plustic:osgloglasblock@0 - 'Osgloglas Block' - <no NBT>]"
"blockOsmiridium","[plustic:osmiridiumblock@0 - 'Osmiridium Block' - <no NBT>]"
"blockOsmium","[mekanism:basicblock@0 - 'Osmium Block' - <no NBT>]"
"blockOureclase",""
"blockPackedIce","[minecraft:packed_ice@0 - 'Packed Ice' - <no NBT>]"
"blockPearl","[darkutils:pearl_block@32767 - '(WILDCARD)' - <no NBT>]; [unlimitedchiselworks:chisel_stonebrick_darkutils_pearl_block_1@0 - 'Pearl Brick' - <no NBT>]; [unlimitedchiselworks:chisel_stonebrick1_darkutils_pearl_block_1@0 - 'Pearl Brick' - <no NBT>]; [unlimitedchiselworks:chisel_stonebrick2_darkutils_pearl_block_1@0 - 'Pearl Brick' - <no NBT>]"
"blockPeridot","[techreborn:storage2@5 - 'Block of Peridot' - <no NBT>]"
"blockPhotonium",""
"blockPigiron","[tconstruct:metal@4 - 'Block of Pigiron' - <no NBT>]"
"blockPladium","[environmentaltech:pladium@0 - 'Pladium' - <no NBT>]; [environmentaltech:pladium_paver@0 - 'Pladium Paver' - <no NBT>]; [environmentaltech:pladium_bricks@0 - 'Pladium Bricks' - <no NBT>]; [environmentaltech:pladium_tiles@0 - 'Pladium Tiles' - <no NBT>]"
"blockPlatinum","[thermalfoundation:storage@6 - 'Block of Platinum' - <no NBT>]; [chisel:blockplatinum@0 - 'Block of Platinum' - <no NBT>]; [chisel:blockplatinum@1 - 'Block of Platinum' - <no NBT>]; [chisel:blockplatinum@2 - 'Block of Platinum' - <no NBT>]; [chisel:blockplatinum@3 - 'Block of Platinum' - <no NBT>]; [chisel:blockplatinum@4 - 'Block of Platinum' - <no NBT>]; [chisel:blockplatinum@5 - 'Block of Platinum' - <no NBT>]; [chisel:blockplatinum@6 - 'Block of Platinum' - <no NBT>]"
"blockPlutonium",""
"blockPlutonium242","[nuclearcraft:block_depleted_plutonium@0 - 'Plutonium-242 Block' - <no NBT>]"
"blockPlutonium242Base",""
"blockPlutonium242Oxide",""
"blockPrismarine","[minecraft:prismarine@0 - 'Prismarine' - <no NBT>]"
"blockPrismarineBrick","[minecraft:prismarine@1 - 'Prismarine Bricks' - <no NBT>]"
"blockPrismarineDark","[minecraft:prismarine@2 - 'Dark Prismarine' - <no NBT>]"
"blockPrometheum",""
"blockProsperity","[mysticalagriculture:storage@5 - 'Block of Prosperity' - <no NBT>]"
"blockPrudentium","[mysticalagriculture:ingot_storage@2 - 'Block of Prudentium' - <no NBT>]"
"blockPrudentiumCoal","[mysticalagriculture:coal_block@1 - 'Block of Prudentium Coal' - <no NBT>]"
"blockPrudentiumEssence","[mysticalagriculture:storage@1 - 'Block of Prudentium Essence' - <no NBT>]"
"blockPsi",""
"blockPsiDust","[psi:psi_decorative@0 - 'Psidust Block' - <no NBT>]"
"blockPsiGem","[psi:psi_decorative@2 - 'Psigem Block' - <no NBT>]"
"blockPsiMetal","[psi:psi_decorative@1 - 'Psimetal Block' - <no NBT>]"
"blockPulsatingIron","[enderio:block_alloy@5 - 'Pulsating Iron Block' - <no NBT>]"
"blockPyrite","[jaopca:block_blockpyrite@0 - 'Block of Pyrite' - <no NBT>]"
"blockQuartz","[minecraft:quartz_block@0 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@0 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@1 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@2 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@3 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@4 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@5 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@6 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@7 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@8 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@9 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@10 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@11 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@12 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@13 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@14 - 'Block of Quartz' - <no NBT>]; [chisel:quartz@15 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@0 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@1 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@2 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@3 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@4 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@5 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@6 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@7 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@8 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@9 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@10 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@11 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@12 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@13 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@14 - 'Block of Quartz' - <no NBT>]; [chisel:quartz1@15 - 'Block of Quartz' - <no NBT>]"
"blockQuartzBlack","[actuallyadditions:block_misc@2 - 'Block of Black Quartz' - <no NBT>]"
"blockQuicksilver","[thaumicbases:quicksilverblock@0 - 'Block of Quicksilver' - <no NBT>]; [thaumicbases:quicksilverbrick@0 - 'Quicksilver Brick' - <no NBT>]"
"blockRedGarnet","[techreborn:storage2@7 - 'Block of Red Garnet' - <no NBT>]"
"blockRedstone","[minecraft:redstone_block@0 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@0 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@1 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@2 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@3 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@4 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@5 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@6 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@7 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@8 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@9 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@10 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@11 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@12 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@13 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@14 - 'Block of Redstone' - <no NBT>]; [chisel:redstone@15 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@0 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@1 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@2 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@3 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@4 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@5 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@6 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@7 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@8 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@9 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@10 - 'Block of Redstone' - <no NBT>]; [chisel:redstone1@11 - 'Block of Redstone' - <no NBT>]"
"blockRedstoneAlloy","[enderio:block_alloy@3 - 'Redstone Alloy Block' - <no NBT>]"
"blockRefinedGlowstone","[mekanism:basicblock@4 - 'Refined Glowstone' - <no NBT>]"
"blockRefinedIron",""
"blockRefinedObsidian","[mekanism:basicblock@2 - 'Refined Obsidian' - <no NBT>]"
"blockReinforcedGlass","[tp:reinforced_glass@0 - 'Reinforced Glass' - <no NBT>]"
"blockReinforcedObsidian","[tp:reinforced_obsidian@0 - 'Reinforced Obsidian' - <no NBT>]"
"blockReinforcedPinkSlime",""
"blockRockwool","[thermalfoundation:rockwool@32767 - '(WILDCARD)' - <no NBT>]"
"blockRubracium",""
"blockRuby","[techreborn:storage2@3 - 'Block of Ruby' - <no NBT>]"
"blockRutile",""
"blockSalisMundus","[thaumicbases:dustblock@0 - 'Salis Mundus Block' - <no NBT>]"
"blockSalt","[bewitchment:block_of_salt@0 - 'Block of Salt' - <no NBT>]"
"blockSanguinite",""
"blockSapphire","[techreborn:storage2@4 - 'Block of Sapphire' - <no NBT>]"
"blockSeared","[tconstruct:seared@32767 - '(WILDCARD)' - <no NBT>]"
"blockShade",""
"blockShadowIron",""
"blockShadowSteel",""
"blockShadowium",""
"blockSheetmetalAluminium","[immersiveengineering:sheetmetal@1 - 'Aluminium Sheetmetal' - <no NBT>]"
"blockSheetmetalAluminum","[immersiveengineering:sheetmetal@1 - 'Aluminium Sheetmetal' - <no NBT>]"
"blockSheetmetalConstantan","[immersiveengineering:sheetmetal@6 - 'Constantan Sheetmetal' - <no NBT>]"
"blockSheetmetalCopper","[immersiveengineering:sheetmetal@0 - 'Copper Sheetmetal' - <no NBT>]"
"blockSheetmetalElectrum","[immersiveengineering:sheetmetal@7 - 'Electrum Sheetmetal' - <no NBT>]"
"blockSheetmetalGold","[immersiveengineering:sheetmetal@10 - 'Gold Sheetmetal' - <no NBT>]"
"blockSheetmetalIron","[immersiveengineering:sheetmetal@9 - 'Iron Sheetmetal' - <no NBT>]"
"blockSheetmetalLead","[immersiveengineering:sheetmetal@2 - 'Lead Sheetmetal' - <no NBT>]"
"blockSheetmetalNickel","[immersiveengineering:sheetmetal@4 - 'Nickel Sheetmetal' - <no NBT>]"
"blockSheetmetalSilver","[immersiveengineering:sheetmetal@3 - 'Silver Sheetmetal' - <no NBT>]"
"blockSheetmetalSteel","[immersiveengineering:sheetmetal@8 - 'Steel Sheetmetal' - <no NBT>]"
"blockSheetmetalUranium","[immersiveengineering:sheetmetal@5 - 'Uranium Sheetmetal' - <no NBT>]"
"blockSignalum","[thermalfoundation:storage_alloy@5 - 'Block of Signalum' - <no NBT>]"
"blockSilver","[thermalfoundation:storage@2 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver@0 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver_symbol@0 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver_bevel@0 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver_sun@0 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver_moon@0 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver_cup@0 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver_pentacle@0 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver_sword@0 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver_wand@0 - 'Block of Silver' - <no NBT>]; [bewitchment:block_of_silver_pentagram@0 - 'Block of Silver' - <no NBT>]; [chisel:blocksilver@0 - 'Block of Silver' - <no NBT>]; [chisel:blocksilver@1 - 'Block of Silver' - <no NBT>]; [chisel:blocksilver@2 - 'Block of Silver' - <no NBT>]; [chisel:blocksilver@3 - 'Block of Silver' - <no NBT>]; [chisel:blocksilver@4 - 'Block of Silver' - <no NBT>]; [chisel:blocksilver@5 - 'Block of Silver' - <no NBT>]; [chisel:blocksilver@6 - 'Block of Silver' - <no NBT>]"
"blockSlime","[minecraft:slime@0 - 'Slime Block' - <no NBT>]; [minecraft:slime@32767 - '(WILDCARD)' - <no NBT>]; [tconstruct:slime@32767 - '(WILDCARD)' - <no NBT>]; [darkutils:slime_dyed@0 - 'White Slime Block' - <no NBT>]; [darkutils:slime_dyed@1 - 'Orange Slime Block' - <no NBT>]; [darkutils:slime_dyed@2 - 'Magenta Slime Block' - <no NBT>]; [darkutils:slime_dyed@3 - 'Light Blue Slime Block' - <no NBT>]; [darkutils:slime_dyed@4 - 'Yellow Slime Block' - <no NBT>]; [darkutils:slime_dyed@5 - 'Lime Slime Block' - <no NBT>]; [darkutils:slime_dyed@6 - 'Pink Slime Block' - <no NBT>]; [darkutils:slime_dyed@7 - 'Gray Slime Block' - <no NBT>]; [darkutils:slime_dyed@8 - 'Light Gray Slime Block' - <no NBT>]; [darkutils:slime_dyed@9 - 'Cyan Slime Block' - <no NBT>]; [darkutils:slime_dyed@10 - 'Purple Slime Block' - <no NBT>]; [darkutils:slime_dyed@11 - 'Blue Slime Block' - <no NBT>]; [darkutils:slime_dyed@12 - 'Brown Slime Block' - <no NBT>]; [darkutils:slime_dyed@13 - 'Green Slime Block' - <no NBT>]; [darkutils:slime_dyed@14 - 'Red Slime Block' - <no NBT>]; [darkutils:slime_dyed@15 - 'Black Slime Block' - <no NBT>]"
"blockSlimeCongealed","[tconstruct:slime_congealed@32767 - '(WILDCARD)' - <no NBT>]"
"blockSlimeDirt","[tconstruct:slime_dirt@32767 - '(WILDCARD)' - <no NBT>]"
"blockSlimeGrass","[tconstruct:slime_grass@32767 - '(WILDCARD)' - <no NBT>]"
"blockSnow","[minecraft:snow@0 - 'Snow' - <no NBT>]"
"blockSodalite","[jaopca:block_blocksodalite@0 - 'Block of Sodalite' - <no NBT>]"
"blockSoularium","[enderio:block_alloy@7 - 'Soularium Block' - <no NBT>]"
"blockSoulium","[mysticalagriculture:ingot_storage@6 - 'Block of Soulium' - <no NBT>]"
"blockSphalerite","[jaopca:block_blocksphalerite@0 - 'Block of Sphalerite' - <no NBT>]"
"blockSteel","[thermalfoundation:storage_alloy@0 - 'Block of Steel' - <no NBT>]; [chisel:blocksteel@0 - 'Block of Steel' - <no NBT>]; [chisel:blocksteel@1 - 'Block of Steel' - <no NBT>]; [chisel:blocksteel@2 - 'Block of Steel' - <no NBT>]; [chisel:blocksteel@3 - 'Block of Steel' - <no NBT>]; [chisel:blocksteel@4 - 'Block of Steel' - <no NBT>]; [chisel:blocksteel@5 - 'Block of Steel' - <no NBT>]; [chisel:blocksteel@6 - 'Block of Steel' - <no NBT>]; [tp:steel_block@0 - 'Steel Block' - <no NBT>]"
"blockStellarAlloy","[enderio:block_alloy_endergy@3 - 'Stellar Alloy Block' - <no NBT>]"
"blockStygianIron",""
"blockSulfur","[magneticraft:storage_blocks@4 - 'Sulfur Block' - <no NBT>]"
"blockSulphur","[magneticraft:storage_blocks@4 - 'Sulfur Block' - <no NBT>]"
"blockSuperium","[mysticalagriculture:ingot_storage@4 - 'Block of Superium' - <no NBT>]"
"blockSuperiumCoal","[mysticalagriculture:coal_block@3 - 'Block of Superium Coal' - <no NBT>]"
"blockSuperiumEssence","[mysticalagriculture:storage@3 - 'Block of Superium Essence' - <no NBT>]"
"blockSupremium","[mysticalagriculture:ingot_storage@5 - 'Block of Supremium' - <no NBT>]"
"blockSupremiumCoal","[mysticalagriculture:coal_block@4 - 'Block of Supremium Coal' - <no NBT>]"
"blockSupremiumEssence","[mysticalagriculture:storage@4 - 'Block of Supremium Essence' - <no NBT>]"
"blockTartarite",""
"blockTerrasteel","[botania:storage@1 - 'Block of Terrasteel' - <no NBT>]"
"blockThauminite","[thaumicbases:blockthauminite@0 - 'Block of Thauminite' - <no NBT>]"
"blockThaumium","[thaumcraft:metal_thaumium@0 - 'Thaumium Block' - <no NBT>]"
"blockThaumiumAer",""
"blockThaumiumAqua",""
"blockThaumiumIgnis",""
"blockThaumiumOrdo",""
"blockThaumiumPerditio",""
"blockThaumiumTerra",""
"blockThorium","[nuclearcraft:ingot_block@3 - 'Thorium Block' - <no NBT>]"
"blockThorium230","[nuclearcraft:block_depleted_thorium@0 - 'Thorium-230 Block' - <no NBT>]"
"blockThorium230Base",""
"blockThorium230Oxide",""
"blockThorium232",""
"blockThorium232Base",""
"blockThorium232Oxide",""
"blockThundersteel","[naturalpledge:storage@0 - 'Block of Thundersteel' - <no NBT>]"
"blockTin","[thermalfoundation:storage@1 - 'Block of Tin' - <no NBT>]; [chisel:blocktin@0 - 'Block of Tin' - <no NBT>]; [chisel:blocktin@1 - 'Block of Tin' - <no NBT>]; [chisel:blocktin@2 - 'Block of Tin' - <no NBT>]; [chisel:blocktin@3 - 'Block of Tin' - <no NBT>]; [chisel:blocktin@4 - 'Block of Tin' - <no NBT>]; [chisel:blocktin@5 - 'Block of Tin' - <no NBT>]; [chisel:blocktin@6 - 'Block of Tin' - <no NBT>]"
"blockTinyAluminium",""
"blockTinyAluminum",""
"blockTinyAmber",""
"blockTinyAmethyst",""
"blockTinyApatite",""
"blockTinyAquamarine",""
"blockTinyArdite",""
"blockTinyAstralStarmetal",""
"blockTinyBauxite",""
"blockTinyBoron",""
"blockTinyCertusQuartz",""
"blockTinyChargedCertusQuartz",""
"blockTinyCinnabar",""
"blockTinyCoal",""
"blockTinyCobalt",""
"blockTinyCopper",""
"blockTinyDiamond",""
"blockTinyDimensionalShard",""
"blockTinyDraconium",""
"blockTinyEmerald",""
"blockTinyGalena",""
"blockTinyGarnet",""
"blockTinyIridium",""
"blockTinyLapis",""
"blockTinyLead",""
"blockTinyLithium",""
"blockTinyMagnesium",""
"blockTinyMithril",""
"blockTinyNickel",""
"blockTinyOpal",""
"blockTinyOsmium",""
"blockTinyPeridot",""
"blockTinyPlatinum",""
"blockTinyPyrite",""
"blockTinyQuartzBlack",""
"blockTinyRedstone",""
"blockTinyRuby",""
"blockTinySalt",""
"blockTinySapphire",""
"blockTinySilver",""
"blockTinySodalite",""
"blockTinySphalerite",""
"blockTinySulfur",""
"blockTinySulphur",""
"blockTinyThorium",""
"blockTinyTin",""
"blockTinyTungsten",""
"blockTinyUranium",""
"blockTinyYellorium",""
"blockTitanium","[techreborn:storage@2 - 'Block of Titanium' - <no NBT>]"
"blockTough",""
"blockTungsten","[techreborn:storage@10 - 'Block of Tungsten' - <no NBT>]; [magneticraft:storage_blocks@3 - 'Tungsten Block' - <no NBT>]"
"blockTungstensteel","[techreborn:storage2@0 - 'Block of Tungstensteel' - <no NBT>]"
"blockUltimate","[extendedcrafting:storage@4 - 'Block of The Ultimate' - <no NBT>]"
"blockUnstable","[unstabletools:unstable_block@0 - 'Unstable Block' - <no NBT>]"
"blockUnsweetenedChocolate",""
"blockUranium","[nuclearcraft:ingot_block@4 - 'Uranium Block' - <no NBT>]; [chisel:blockuranium@0 - 'Block of Uranium' - <no NBT>]; [chisel:blockuranium@1 - 'Block of Uranium' - <no NBT>]; [chisel:blockuranium@2 - 'Block of Uranium' - <no NBT>]; [chisel:blockuranium@3 - 'Block of Uranium' - <no NBT>]; [chisel:blockuranium@4 - 'Block of Uranium' - <no NBT>]; [chisel:blockuranium@5 - 'Block of Uranium' - <no NBT>]; [chisel:blockuranium@6 - 'Block of Uranium' - <no NBT>]"
"blockUranium238","[nuclearcraft:block_depleted_uranium@0 - 'Uranium-238 Block' - <no NBT>]"
"blockUranium238Base",""
"blockUranium238Oxide",""
"blockVibrantAlloy","[enderio:block_alloy@2 - 'Vibrant Alloy Block' - <no NBT>]"
"blockVividAlloy","[enderio:block_alloy_endergy@6 - 'Vivid Alloy Block' - <no NBT>]"
"blockVoid","[thaumcraft:metal_void@0 - 'Void Metal Block' - <no NBT>]"
"blockVoidMetal",""
"blockVulcanite",""
"blockVyroxeres",""
"blockWither","[darkutils:wither_block@32767 - '(WILDCARD)' - <no NBT>]"
"blockWool","[minecraft:wool@32767 - '(WILDCARD)' - <no NBT>]; [chisel:wool_black@0 - 'Black Wool' - <no NBT>]; [chisel:wool_black@1 - 'Black Wool' - <no NBT>]; [chisel:wool_red@0 - 'Red Wool' - <no NBT>]; [chisel:wool_red@1 - 'Red Wool' - <no NBT>]; [chisel:wool_green@0 - 'Green Wool' - <no NBT>]; [chisel:wool_green@1 - 'Green Wool' - <no NBT>]; [chisel:wool_brown@0 - 'Brown Wool' - <no NBT>]; [chisel:wool_brown@1 - 'Brown Wool' - <no NBT>]; [chisel:wool_blue@0 - 'Blue Wool' - <no NBT>]; [chisel:wool_blue@1 - 'Blue Wool' - <no NBT>]; [chisel:wool_purple@0 - 'Purple Wool' - <no NBT>]; [chisel:wool_purple@1 - 'Purple Wool' - <no NBT>]; [chisel:wool_cyan@0 - 'Cyan Wool' - <no NBT>]; [chisel:wool_cyan@1 - 'Cyan Wool' - <no NBT>]; [chisel:wool_lightgray@0 - 'Light Gray Wool' - <no NBT>]; [chisel:wool_lightgray@1 - 'Light Gray Wool' - <no NBT>]; [chisel:wool_gray@0 - 'Gray Wool' - <no NBT>]; [chisel:wool_gray@1 - 'Gray Wool' - <no NBT>]; [chisel:wool_pink@0 - 'Pink Wool' - <no NBT>]; [chisel:wool_pink@1 - 'Pink Wool' - <no NBT>]; [chisel:wool_lime@0 - 'Lime Wool' - <no NBT>]; [chisel:wool_lime@1 - 'Lime Wool' - <no NBT>]; [chisel:wool_yellow@0 - 'Yellow Wool' - <no NBT>]; [chisel:wool_yellow@1 - 'Yellow Wool' - <no NBT>]; [chisel:wool_lightblue@0 - 'Light Blue Wool' - <no NBT>]; [chisel:wool_lightblue@1 - 'Light Blue Wool' - <no NBT>]; [chisel:wool_magenta@0 - 'Magenta Wool' - <no NBT>]; [chisel:wool_magenta@1 - 'Magenta Wool' - <no NBT>]; [chisel:wool_orange@0 - 'Orange Wool' - <no NBT>]; [chisel:wool_orange@1 - 'Orange Wool' - <no NBT>]; [chisel:wool_white@0 - 'Wool' - <no NBT>]; [chisel:wool_white@1 - 'Wool' - <no NBT>]"
