"Class","Registry name","Ticking?"
"com.blakebr0.mysticalagriculture.tileentity.reprocessor.TileUltimateReprocessor","mysticalagriculture:ultimate_reprocessor","yes"
"com.brandon3055.draconicevolution.blocks.energynet.tileentity.TileCrystalDirectIO","draconicevolution:energy_io","yes"
"com.brandon3055.draconicevolution.blocks.energynet.tileentity.TileCrystalRelay","draconicevolution:energy_relay","yes"
"com.brandon3055.draconicevolution.blocks.energynet.tileentity.TileCrystalWirelessIO","draconicevolution:energy_wireless","yes"
"com.brandon3055.draconicevolution.blocks.reactor.tileentity.TileReactorCore","draconicevolution:reactor_core","yes"
"com.brandon3055.draconicevolution.blocks.reactor.tileentity.TileReactorEnergyInjector","draconicevolution:reactor_component_injector","yes"
"com.brandon3055.draconicevolution.blocks.reactor.tileentity.TileReactorStabilizer","draconicevolution:reactor_component_stabilizer","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileCelestialManipulator","draconicevolution:celestial_manipulator","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileChaosCrystal","draconicevolution:chaos_crystal","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileCraftingInjector","draconicevolution:crafting_injector","-"
"com.brandon3055.draconicevolution.blocks.tileentity.TileCreativeRFCapacitor","draconicevolution:creative_rf_source","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileDislocatorPedestal","draconicevolution:dislocator_pedestal","-"
"com.brandon3055.draconicevolution.blocks.tileentity.TileDislocatorReceptacle","draconicevolution:dislocator_receptacle","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileDissEnchanter","draconicevolution:diss_enchanter","-"
"com.brandon3055.draconicevolution.blocks.tileentity.TileDraconiumChest","draconicevolution:draconium_chest","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileEnergyCoreStabilizer","draconicevolution:particle_generator.stabilize","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileEnergyInfuser","draconicevolution:energy_infuser","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileEnergyPylon","draconicevolution:energy_pylon","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileEnergyStorageCore","draconicevolution:energy_storage_core","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileEntityDetector","draconicevolution:entity_detector","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileFusionCraftingCore","draconicevolution:fusion_crafting_core","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileGenerator","draconicevolution:generator","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileGrinder","draconicevolution:grinder","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TileInvisECoreBlock","draconicevolution:invis_e_core_block","-"
"com.brandon3055.draconicevolution.blocks.tileentity.TileParticleGenerator","draconicevolution:particle_generator.particle","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.TilePlacedItem","draconicevolution:placed_item","-"
"com.brandon3055.draconicevolution.blocks.tileentity.TilePortal","draconicevolution:portal","-"
"com.brandon3055.draconicevolution.blocks.tileentity.TilePotentiometer","draconicevolution:potentiometer","-"
"com.brandon3055.draconicevolution.blocks.tileentity.TileRainSensor","draconicevolution:rain_sensor","-"
"com.brandon3055.draconicevolution.blocks.tileentity.TileStabilizedSpawner","draconicevolution:draconic_spawner","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.flowgate.TileFluidGate","draconicevolution:fluid_gate","yes"
"com.brandon3055.draconicevolution.blocks.tileentity.flowgate.TileFluxGate","draconicevolution:flux_gate","yes"
"com.buuz135.industrial.proxy.block.tile.TileEntityConveyor","minecraft:conveyor_tile","yes"
"com.buuz135.industrial.proxy.block.tile.TileEntityLabel","industrialforegoing:black_hole_label_tile","-"
"com.buuz135.industrial.tile.agriculture.AnimalByproductRecolectorTile","industrialforegoing:animal_byproduct_recolector_tile","yes"
"com.buuz135.industrial.tile.agriculture.AnimalGrowthIncreaserTile","industrialforegoing:animal_growth_increaser_tile","yes"
"com.buuz135.industrial.tile.agriculture.AnimalIndependenceSelectorTile","industrialforegoing:animal_independence_selector_tile","yes"
"com.buuz135.industrial.tile.agriculture.AnimalResourceHarvesterTile","industrialforegoing:animal_resource_harvester_tile","yes"
"com.buuz135.industrial.tile.agriculture.AnimalStockIncreaserTile","industrialforegoing:animal_stock_increaser_tile","yes"
"com.buuz135.industrial.tile.agriculture.CropEnrichMaterialInjectorTile","industrialforegoing:crop_enrich_material_injector_tile","yes"
"com.buuz135.industrial.tile.agriculture.CropRecolectorTile","industrialforegoing:crop_recolector_tile","yes"
"com.buuz135.industrial.tile.agriculture.CropSowerTile","industrialforegoing:crop_sower_tile","yes"
"com.buuz135.industrial.tile.agriculture.HydratorTile","industrialforegoing:hydrator_tile","yes"
"com.buuz135.industrial.tile.agriculture.MobSlaughterFactoryTile","industrialforegoing:mob_slaughter_factory_tile","yes"
"com.buuz135.industrial.tile.agriculture.PlantInteractorTile","industrialforegoing:plant_interactor_tile","yes"
"com.buuz135.industrial.tile.agriculture.SewageCompostSolidifierTile","industrialforegoing:sewage_composter_solidifier_tile","yes"
"com.buuz135.industrial.tile.agriculture.SludgeRefinerTile","industrialforegoing:sludge_refiner_tile","yes"
"com.buuz135.industrial.tile.agriculture.SporesRecreatorTile","industrialforegoing:spores_recreator_tile","yes"
"com.buuz135.industrial.tile.agriculture.WaterResourcesCollectorTile","industrialforegoing:water_resources_collector_tile","yes"
"com.buuz135.industrial.tile.generator.BioReactorTile","industrialforegoing:bioreactor_tile","yes"
"com.buuz135.industrial.tile.generator.BiofuelGeneratorTile","industrialforegoing:biofuel_generator_tile","yes"
"com.buuz135.industrial.tile.generator.LavaFabricatorTile","industrialforegoing:lava_fabricator_tile","yes"
"com.buuz135.industrial.tile.generator.PetrifiedFuelGeneratorTile","industrialforegoing:petrified_fuel_generator_tile","yes"
"com.buuz135.industrial.tile.generator.PitifulFuelGeneratorTile","industrialforegoing:pitiful_fuel_generator_tile","yes"
"com.buuz135.industrial.tile.generator.ProteinGeneratorTile","industrialforegoing:protein_generator_tile","yes"
"com.buuz135.industrial.tile.generator.ProteinReactorTile","industrialforegoing:protein_reactor_tile","yes"
"com.buuz135.industrial.tile.magic.EnchantmentAplicatorTile","industrialforegoing:enchantment_aplicator_tile","yes"
"com.buuz135.industrial.tile.magic.EnchantmentExtractorTile","industrialforegoing:enchantment_extractor_tile","yes"
"com.buuz135.industrial.tile.magic.EnchantmentInvokerTile","industrialforegoing:enchantment_invoker_tile","yes"
"com.buuz135.industrial.tile.magic.EnchantmentRefinerTile","industrialforegoing:enchantment_refiner_tile","yes"
"com.buuz135.industrial.tile.magic.PotionEnervatorTile","industrialforegoing:potion_enervator_tile","yes"
"com.buuz135.industrial.tile.misc.BlackHoleControllerTile","industrialforegoing:black_hole_controller_tile","yes"
"com.buuz135.industrial.tile.misc.BlackHoleControllerTileReworked","industrialforegoing:black_hole_controller_reworked_tile","yes"
"com.buuz135.industrial.tile.misc.BlackHoleTankTile","industrialforegoing:black_hole_tank_tile","yes"
"com.buuz135.industrial.tile.misc.BlackHoleUnitTile","industrialforegoing:black_hole_unit_tile","yes"
"com.buuz135.industrial.tile.misc.DyeMixerTile","industrialforegoing:dye_mixer_tile","yes"
"com.buuz135.industrial.tile.misc.FluidCrafterTile","industrialforegoing:fluid_crafter_tile","yes"
"com.buuz135.industrial.tile.misc.FluidDictionaryConverterTile","industrialforegoing:fluiddictionary_converter_tile","yes"
"com.buuz135.industrial.tile.misc.FrosterTile","industrialforegoing:froster_tile","yes"
"com.buuz135.industrial.tile.misc.ItemSplitterTile","industrialforegoing:item_splitter_tile","yes"
"com.buuz135.industrial.tile.misc.OreDictionaryConverterTile","industrialforegoing:oredictionary_converter_tile","yes"
"com.buuz135.industrial.tile.misc.OreProcessorTile","industrialforegoing:ore_processor_tile","yes"
"com.buuz135.industrial.tile.misc.ResourcefulFurnaceTile","industrialforegoing:resourceful_furnace_tile","yes"
"com.buuz135.industrial.tile.misc.WaterCondesatorTile","industrialforegoing:water_condensator_tile","yes"
"com.buuz135.industrial.tile.mob.MobDetectorTile","industrialforegoing:mob_detector_tile","yes"
"com.buuz135.industrial.tile.mob.MobDuplicatorTile","industrialforegoing:mob_duplicator_tile","yes"
"com.buuz135.industrial.tile.mob.MobRelocatorTile","industrialforegoing:mob_relocator_tile","yes"
"com.buuz135.industrial.tile.mob.VillagerTradeExchangerTile","industrialforegoing:villager_trade_exchanger_tile","yes"
"com.buuz135.industrial.tile.mob.WitherBuilderTile","industrialforegoing:wither_builder_tile","yes"
"com.buuz135.industrial.tile.ore.OreFermenterTile","industrialforegoing:ore_fermenter_tile","yes"
"com.buuz135.industrial.tile.ore.OreSieveTile","industrialforegoing:ore_sieve_tile","yes"
"com.buuz135.industrial.tile.ore.OreWasherTile","industrialforegoing:ore_washer_tile","yes"
"com.buuz135.industrial.tile.world.BlockDestroyerTile","industrialforegoing:block_destroyer_tile","yes"
"com.buuz135.industrial.tile.world.BlockPlacerTile","industrialforegoing:block_placer_tile","yes"
"com.buuz135.industrial.tile.world.EnergyFieldProviderTile","industrialforegoing:energy_field_provider_tile","yes"
"com.buuz135.industrial.tile.world.FluidPumpTile","industrialforegoing:fluid_pump_tile","yes"
"com.buuz135.industrial.tile.world.LaserBaseTile","industrialforegoing:laser_base_tile","yes"
"com.buuz135.industrial.tile.world.LaserDrillTile","industrialforegoing:laser_drill_tile","yes"
"com.buuz135.industrial.tile.world.LatexProcessingUnitTile","industrialforegoing:latex_processing_unit_tile","yes"
"com.buuz135.industrial.tile.world.MaterialStoneWorkFactoryTile","industrialforegoing:material_stonework_factory_tile","yes"
"com.buuz135.industrial.tile.world.TreeFluidExtractorTile","industrialforegoing:tree_fluid_extractor_tile","yes"
"com.cout970.magneticraft.features.automatic_machines.TileConveyorBelt","magneticraft:conveyor_belt","yes"
"com.cout970.magneticraft.features.automatic_machines.TileFeedingTrough","magneticraft:feeding_trough","yes"
"com.cout970.magneticraft.features.automatic_machines.TileFilter","magneticraft:filter","yes"
"com.cout970.magneticraft.features.automatic_machines.TileInserter","magneticraft:inserter","yes"
"com.cout970.magneticraft.features.automatic_machines.TilePneumaticRestrictionTube","magneticraft:pneumatic_restriction_tube","yes"
"com.cout970.magneticraft.features.automatic_machines.TilePneumaticTube","magneticraft:pneumatic_tube","yes"
"com.cout970.magneticraft.features.automatic_machines.TileRelay","magneticraft:relay","yes"
"com.cout970.magneticraft.features.automatic_machines.TileTransposer","magneticraft:transposer","yes"
"com.cout970.magneticraft.features.automatic_machines.TileWaterGenerator","magneticraft:water_generator","yes"
"com.cout970.magneticraft.features.computers.TileComputer","magneticraft:computer","yes"
"com.cout970.magneticraft.features.computers.TileMiningRobot","magneticraft:mining_robot","yes"
"com.cout970.magneticraft.features.decoration.TileTubeLight","magneticraft:tube_light","-"
"com.cout970.magneticraft.features.electric_conductors.TileConnector","magneticraft:connector","yes"
"com.cout970.magneticraft.features.electric_conductors.TileElectricCable","magneticraft:electric_cable","yes"
"com.cout970.magneticraft.features.electric_conductors.TileElectricPole","magneticraft:electric_pole","yes"
"com.cout970.magneticraft.features.electric_conductors.TileElectricPoleTransformer","magneticraft:electric_pole_transformer","yes"
"com.cout970.magneticraft.features.electric_conductors.TileEnergyReceiver","magneticraft:energy_receiver","yes"
"com.cout970.magneticraft.features.electric_conductors.TileTeslaTower","magneticraft:tesla_tower","yes"
"com.cout970.magneticraft.features.electric_conductors.TileTeslaTowerPart","magneticraft:tesla_tower_part","-"
"com.cout970.magneticraft.features.electric_machines.TileAirLock","magneticraft:airlock","yes"
"com.cout970.magneticraft.features.electric_machines.TileBattery","magneticraft:battery","yes"
"com.cout970.magneticraft.features.electric_machines.TileElectricEngine","magneticraft:electric_engine","yes"
"com.cout970.magneticraft.features.electric_machines.TileElectricFurnace","magneticraft:electric_furnace","yes"
"com.cout970.magneticraft.features.electric_machines.TileInfiniteEnergy","magneticraft:infinite_energy","yes"
"com.cout970.magneticraft.features.electric_machines.TileRfTransformer","magneticraft:rf_transformer","yes"
"com.cout970.magneticraft.features.electric_machines.TileThermopile","magneticraft:thermopile","yes"
"com.cout970.magneticraft.features.electric_machines.TileWindTurbine","magneticraft:wind_turbine","yes"
"com.cout970.magneticraft.features.electric_machines.TileWindTurbineGap","magneticraft:wind_turbine_gap","-"
"com.cout970.magneticraft.features.fluid_machines.TileIronPipe","magneticraft:iron_pipe","yes"
"com.cout970.magneticraft.features.fluid_machines.TileSmallTank","magneticraft:small_tank","yes"
"com.cout970.magneticraft.features.heat_machines.TileBrickFurnace","magneticraft:brick_furnace","yes"
"com.cout970.magneticraft.features.heat_machines.TileCombustionChamber","magneticraft:combustion_chamber","yes"
"com.cout970.magneticraft.features.heat_machines.TileElectricHeater","magneticraft:electric_heater","yes"
"com.cout970.magneticraft.features.heat_machines.TileGasificationUnit","magneticraft:gasification_unit","yes"
"com.cout970.magneticraft.features.heat_machines.TileHeatPipe","magneticraft:heat_pipe","yes"
"com.cout970.magneticraft.features.heat_machines.TileHeatSink","magneticraft:heat_sink","yes"
"com.cout970.magneticraft.features.heat_machines.TileInsulatedHeatPipe","magneticraft:insulated_heat_pipe","yes"
"com.cout970.magneticraft.features.heat_machines.TileRfHeater","magneticraft:rf_heater","yes"
"com.cout970.magneticraft.features.heat_machines.TileSteamBoiler","magneticraft:steam_boiler","yes"
"com.cout970.magneticraft.features.manual_machines.TileBox","magneticraft:box","-"
"com.cout970.magneticraft.features.manual_machines.TileCrushingTable","magneticraft:crushing_table","-"
"com.cout970.magneticraft.features.manual_machines.TileFabricator","magneticraft:fabricator","yes"
"com.cout970.magneticraft.features.manual_machines.TileSluiceBox","magneticraft:sluice_box","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileBigCombustionChamber","magneticraft:big_combustion_chamber","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileBigElectricFurnace","magneticraft:big_electric_furnace","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileBigSteamBoiler","magneticraft:big_steam_boiler","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileContainer","magneticraft:container","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileGrinder","magneticraft:grinder","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileHydraulicPress","magneticraft:hydraulic_press","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileMultiblockGap","magneticraft:multiblock_gap","-"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileOilHeater","magneticraft:oil_heater","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TilePumpjack","magneticraft:pumpjack","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileRefinery","magneticraft:refinery","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileShelvingUnit","magneticraft:shelving_unit","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileSieve","magneticraft:sieve","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileSolarMirror","magneticraft:solar_mirror","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileSolarPanel","magneticraft:solar_panel","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileSolarTower","magneticraft:solar_tower","yes"
"com.cout970.magneticraft.features.multiblocks.tileentities.TileSteamEngine","magneticraft:steam_engine","yes"
