"ID","Name","Description","Parent"
"pneumaticcraft:assembly_controller","[Production Line!]","Build an Assembly Controller. You'll also need two Assembly IO Units, an Assembly Laser, an Assembly Drill & an Assembly Platform.","pneumaticcraft:printed_circuit_board"
"pneumaticcraft:block_hack","[Plausible Deniability]","Hack a block with your Pneumatic Helmet. You'll need Block Tracker and Security Upgrades.","pneumaticcraft:pneumatic_armor"
"pneumaticcraft:empty_pcb","[Doesn't Do Much By Itself]","Make an Empty PCB in the Pressure Chamber.","pneumaticcraft:etchacid_bucket"
"pneumaticcraft:entity_hack","[Won't Know What Hit 'em]","Hack an entity with your Pneumatic Helmet. You'll need Entity Tracker and Security Upgrades.","pneumaticcraft:pneumatic_armor"
"pneumaticcraft:etchacid_bucket","[Don't Spill It On Your Shirt!]","Acquire an Etching Acid Bucket. You can use this nasty stuff to make PCB's.","pneumaticcraft:pressure_chamber"
"pneumaticcraft:flight","[Up And Away!]","Use the Jet Boots Upgrade in your Pneumatic Boots to take to the skies.","pneumaticcraft:pneumatic_armor"
"pneumaticcraft:flux_compressor","[FE/RF/µI/CF]","Make a Flux Compressor so you can use Forge Energy from other mods for your compression needs.","pneumaticcraft:advanced_pressure_tube"
"pneumaticcraft:fly_into_wall","[Who put that there?]","Fly into a vertical surface fast enough to take damage.","pneumaticcraft:flight"
"pneumaticcraft:liquid_compressor","[Better Than Coal]","Make a Liquid Compressor for some more efficient pressure creation.","pneumaticcraft:refinery"
"pneumaticcraft:logistics_configurator","[Smart Configuration]","Make a Logistics Configurator to manage your Logistics frames. This tool also works on attachments like the Heat Frame, Spawner Agitator and Crop Supports.","pneumaticcraft:logistics_frame"
"pneumaticcraft:logistics_drone","[Clever Little Helper]","Create and deploy a Logistics Drone to move items around your logistics network.","pneumaticcraft:logistics_configurator"
"pneumaticcraft:logistics_frame","[Smart Storage]","Create some Logistics Passive Provider and Requester Frames for smart item and fluid storage and transfer.","pneumaticcraft:plastic"
"pneumaticcraft:lpg_bucket","[Is it a Liquid? Is it a Gas?]","(It's a liquid). Get a bucket of LPG from the Refinery.","pneumaticcraft:vortex_tube"
"pneumaticcraft:lubricant_bucket","[Born Slippy]","Make a bucket of Lubricant in the TPP.","pneumaticcraft:tp_plant"
"pneumaticcraft:minigun","[Say Hello to my Little Friend]","Craft a Minigun.","pneumaticcraft:pressure_tube"
"pneumaticcraft:oil_bucket","[Black Gold]","Scoop up a bucket of Oil.","pneumaticcraft:root"
"pneumaticcraft:pcb_blueprint","[And You're Done]","(You're not, really). Use the Amadron Tablet to order a PCB Blueprint.","pneumaticcraft:amadron_tablet"
"pneumaticcraft:plastic","[Plastic Fantastic]","Create Plastic by putting LPG and Coal in a TPP and running liquid Plastic through a Plastic Mixer with some dyes.","pneumaticcraft:tp_plant"
"pneumaticcraft:pneumatic_armor","[Compressed Iron Man]","Wear a full suit of Pneumatic Armor. You can upgrade each piece with a Charging Station.","pneumaticcraft:printed_circuit_board"
"pneumaticcraft:pneumatic_wrench","[Let's Torque About Tools]","Make a Pneumatic Wrench.","pneumaticcraft:pressure_tube"
"pneumaticcraft:pneumatic_wrench_charged","[You spin me right round]","Charge up your Pneumatic Wrench in a Charging Station.","pneumaticcraft:pneumatic_wrench"
"pneumaticcraft:pressure_chamber","[Balanced Crafting System]","Assemble a multiblock Pressure Chamber","pneumaticcraft:root"
"pneumaticcraft:pressure_tube","[Totally Tubular Transfer]","Make some Pressure Tubes to move air around.","pneumaticcraft:root"
"pneumaticcraft:printed_circuit_board","[Now The Fun Starts]","Assemble a Printed Circuit Board.","pneumaticcraft:unassembled_pcb"
"pneumaticcraft:program_drone","[Software Engineer]","Program your first Drone. Doesn't matter what you make it do.","pneumaticcraft:programming_puzzle"
"pneumaticcraft:programmable_controller","[Drone In A Box]","Build a Programmable Controller to run your Drone programs.","pneumaticcraft:advanced_pressure_tube"
"pneumaticcraft:programmer","[Coding 101]","Build a Programmer. You can use this to program Drones to automate all your tedious tasks.","pneumaticcraft:printed_circuit_board"
"pneumaticcraft:programming_puzzle","[Not a Jigsaw]","Make some Programming Puzzle pieces. The colors you need depend on the program you want to write.","pneumaticcraft:programmer"
"pneumaticcraft:refinery","[A Little Refinement]","Make a Refinery.","pneumaticcraft:oil_bucket"
"pneumaticcraft:root","[The First Explosion (of many)]","Throw Iron on the ground and create an explosion close to it.","-"
"pneumaticcraft:speed_upgrade","[Don't Feel Like Waiting]","Craft some Speed Upgrades.","pneumaticcraft:lubricant_bucket"
"pneumaticcraft:tp_plant","[Try saying that three times fast]","Make a Thermopneumatic Processing Plant. Call it a TPP.","pneumaticcraft:lpg_bucket"
"pneumaticcraft:unassembled_pcb","[Still Doesn't Do Much By Itself]","Expose an Empty PCB in a UV Lightbox, then throw it in a pool of Etching Acid.","pneumaticcraft:empty_pcb"
"pneumaticcraft:uv_light_box","[Don't Forget Your Sunglasses!]","Make a UV Light Box.","pneumaticcraft:pcb_blueprint"
"pneumaticcraft:vortex_tube","['Cause you're hot then you're cold]","Make a Vortex Tube to manipulate heat","pneumaticcraft:refinery"
"randomportals:portals/activate_lateral_portal","[Fat Portal]","Activate a lateral portal at least 625 blocks large (including the frame blocks)","randomportals:portals/root"
"randomportals:portals/dye_nether_portal","[Evil Portal]","Dye a portal red by throwing in a Rose Red","randomportals:portals/root"
"randomportals:portals/root","[Portals]","Shiny...","-"
"rftools:alltheitems","[Storing the stuff!]","Place down a modular storage block","rftools:root"
"rftools:builder","[Builder]","Bob The Builder!","rftools:root"
"rftools:clearvision","[Your Vision Clears!]","Place a modular screen","rftools:root"
"rftools:elevator","[Going Up!]","Make an elevator and go up (or down?)","rftools:root"
"rftools:hardpower","[Advanced Power!]","Build an Endergenic Generator","rftools:root"
"rftools:root","[RFTools]","Starting RFTools!","-"
"rftools:shieldsafety","[Feeling safe now?]","Activate a shield","rftools:root"
"rftools:specialores","[Exotic Miner!]","Mine dimensional shards","rftools:root"
"rftools:storepower","[Store all the Power!]","Put down a powercell","rftools:root"
"roots:apothecary_pouch","[House of Herbs]","Craft an Apothecary Pouch to improve your storage.","roots:spirit_herb"
"roots:baffle_cap","[Ferocious Fungus]","Craft Baffle Cap within the heat of a Pyre.","roots:pyre"
"roots:cloud_berry","[Happy Little Clouds]","Craft Cloudberry within the heat of a Pyre.","roots:pyre"
"roots:dewgonia","[Sea-Cow's Delight]","Craft Dewgonia within the heat of a Pyre.","roots:pyre"
"roots:fey_crafter","[Groves 101]","Build a Fey Crafter to draw on a Grove Stone's power.","roots:terra_moss"
"roots:grove_stone","[I'm Still Standing]","Supplicate the fey with a spell to activate Grove Stone.","roots:terra_moss"
"roots:guide","[Epi-Tome of Druidry]","Combine a book with wildroot for an essential guide.","roots:wildroot"
"roots:infernal_bulb","[Too Hot for Plants]","Craft Infernal Bulb within the heat of a Pyre.","roots:pyre"
"roots:living","[The Hills Are Alive]","Obtain a complete set of Living Tools.","roots:fey_crafter"
"roots:moonglow_leaf","[A Touch of Moonlight]","Craft Moonglow within the heat of a Pyre.","roots:pyre"
"roots:pacifist","[Untrue Pacifist]","You murdered an innocent creature. Congratulations!","roots:root"
"roots:pereskia","[Fey Petals]","Craft Peresekia within the heat of a Pyre.","roots:pyre"
"roots:pyre","[Bonfire of the Vanities]","Build a Pyre for magical rituals and crafting!","roots:terra_moss"
"roots:root","[Roots 3]","Embrace the power of nature!","-"
"roots:runestone","[The Language of Trees]","Forge Runestone with the power of the Fey.","roots:fey_crafter"
"roots:runic_shears","[Shearing Across Realms]","Craft Runic Shears to pluck magical equivalents from the fey world!","roots:pereskia"
"roots:spirit_herb","[A Spiritu'l Blessing]","Use Runic Shears to find the Fey's Spirit Herb","roots:runic_shears"
"roots:staff","[Staffed]","Become equipped for magic.","roots:guide"
"roots:stalicripe","[Sons of Stone]","Craft Stalicripe within the heat of a Pyre.","roots:pyre"
"roots:sylvan_armor","[Botanical Robes]","Obtain a complete set of Sylan Robes.","roots:fey_crafter"
"roots:terra_moss","[Overgrown Nature]","Scrape the magical growth off mossy cobblestone.","roots:guide"
"roots:wildewheet","[Where the Wildewheet are]","Use Runic Shears to find the Fey's Wildewheet","roots:runic_shears"
"roots:wildroot","[The Root of Magic]","Find wildroot amongst broken grass.","roots:root"
"roots:wildwood","[Wild, Wild Wood!]","Acquire Wildwood in any form through the Ritual of Wild Growth.","roots:spirit_herb"
"roots:wildwood_armor","[Natural Resistance]","Obtain a complete set of Wildwood Armor.","roots:wildwood"
"techreborn:root","[Tech Reborn]","Now that you have acquired Tech Reborn ore, you might find a tree tap usefull.","-"
"techreborn:sap","[Rubber Sap]","Well done, you now have rubber sap. You will want to smelt it in a furnace to create rubber next.","techreborn:tree_tap"
"techreborn:tree_tap","[TreeTap]","Now that you have crafted a tree tap you will want to use it on a sap spot on a rubber tree.","techreborn:root"
